,Review,Freshness
41067,Foxx and Downey's disciplined duet come close to redeeming The Soloist from its visual excesses.,0
1306,"It's less of an insightful backstage documentary than a gushing, sycophantic love letter to the late Merce Cunningham.",0
8590,"Remarkable in every aspect, and the classic tone is appreciated given the current tendencies in ghost movies. [Full Review in Spanish]",1
5048,"The film, therefore, is contingent upon the performances of its secondary members who, fortunately, carry out a splendid joint work complementing those three great figures. [Full review in Spanish]",1
2261,"Enchanted earns its label as a ""family film"" by virtue of its ability to captivate audience members both young and old.",1
932,The most thrilling movie of 2019!,1
15540,"Eastwood's most soulful, and most organic, movie.",1
694,"There's a lot to process here. Perhaps the writer-director should have tried, you know, processing it.",0
277274, More than just Oscar bait; it's a veritable Oscar bait and tackle shop.,1
61374," Ultimately, it hangs too much solely on the deadbeat Ryota.",0
4854,The best that can be said of Murder Mystery is that it's a mildly amusing experience that won't offend but will most certainly evaporate from the mind soon after.,1
2514,"Since none of the characters are terribly bright or likable, the experience of watching the film is like being trapped inside a locked car stuck in neutral.",0
5243,"This is isn't an earth-shaking new drama, but there's enough here to keep a sympathetic Anglophile interested in a modern story about love, loss and redemption all the way across the pond.",1
315755," Why does it work quite so well? In part, it's the Dench effect.",1
26,Sensational music/dance numbers rise above so-so romance.,1
26164,El humor y el absurdo en un drama ligero que toca temas con fuerza.,1
1157,"[Mike] Birbiglia's latest Netflix special is candid and never saccharine, which oddly makes it all the more heartwarming.",1
1909,"Full of explosive set pieces, bloody battles, and quips aplenty... offers plenty for fans looking to see the Firefly family in full chaotic mode.",1
1106,"Bikram: Yogi, Guru, Predator is both an accusation and a reminder that we're repeating a pattern.",1
1035,"As infuriating and inconsistent as a film can get. Some of its scenes are quite dull and dry, yet others are fascinating and funny. And others still are just head-scratchingly weird.",0
10154,"While it may be a Gen-Z era coming out story, it easily resonates for older generations.",1
558,This is an actor's showcase for Hancock.,1
48596, What could be something angry and potent about male entitlement and female anger is left feeling cheap; using issues of today to become no more than a viral 110 minute video.,0
4421,"It's not a great film, but parts of it are outstanding.",1
5358,"Cerebral in its own way, with a purposely vague story that rewards the thoughtful viewer.",1
305683," The final third of this film contains sequences of horrifying sublimity and ethereal beauty, moments that have a clarity and power beyond the reach of reason.",1
250067, The laid back freewheeling groove disguising a remarkably smooth and accomplished ride. The design and sense of scale are dazzling sophisticated.,1
176081," The latest entry in the storied 'white people are like this, black people are like that' comedy subgenre.",0
7731,"Crossover might have its heart in the right place, but its brain is somewhere else all together.",0
3291,An often violent movie asserting the theme that bullies are people who were themselves bullied as children.,1
153,Waves doesn't stick its landing but its tapestry of emotions is so rich you can forgive it.,1
359,The writing and character building are the movie's main weaknesses.,0
74306," More than ever, Hollywood has become a cinema of fantasy and escapism. But every so often, a powerful director manages to marshal its forces to make a statement or impart a vision that's courageously relevant to what's going on in the real world.",1
277," Indeed, it's the best movie comedy to come out of England since Monty Python packed up the circus.",1
8351," It's a mess, but ""Roman J. Israel, Esq."" isn't an unpleasant one, maintaining signs of life with turns of plot and the sheer force of Denzel Washington's lead performance.",0
14305,Rent-a-cop bullplop.,0
357089," More forced than touching, lacking much of a serviceable plot and simply feeling off-track right from the get-go.",0
4799,"While the film does have some stylistic and pacing faults, Elisa y Marcela is an emotional drama that sends an important message of hope to minority groups.",1
1343,"An engaging revisionist tale, destined to become another Christmas classic.",1
351,"Mistress of Evil is simultaneously overdone and undercooked, with a lot of the customary mistakes of giant studio entertainment.",0
90293," There is a logic to resurrecting this franchise in the video game era and while this reboot isn't as much inventive fun as its original, this not -bad take does serve its purpose.",1
5583,Forget the half-baked investigation and quarter-baked love story -- the real mystery here is how this movie is so boring.,0
4416,The least likely bits are all true. That counts as some sort of recommendation.,1
829,One of Scorsese's masterworks.,1
29851," A terrific cast, a gloomy tone and a few well-placed little bits of magic and real history bring a long-ago time and place to life.",1
5374,"The movie's meandering walk through people's lives makes for a feel-good visit to a fictional destination, a ""silent tourist"" experience,",0
3616,A thriller about the relationship between a father and his son. A really interesting perspective. [Full review in Spanish],1
34053,A miscast Ryan struggles with a Detroit accent and a script that goes nowhere.,0
20,"Giving a voice to the victims who can no longer speak for themselves, the film is a mesmerizing mix of drama, music, dreamlike atmosphere and biting social commentary.",1
43528,It has a way of wearing out what's supposed to be knockabout farce.,0
18305,"Despite choppy, clunky moments, it leaves you with a smile.",1
448389," Guardians of the Galaxy may be the most unique film to come out of the Marvel stable so far. If the oppressive weight of late summer has you down, this movie may be just the thing you need.",1
