Freshness,Review
1," Boasts the stock characters and situations, sentimentality, foreshadowing and melodrama of soap opera. Yet by cleverly blending these ingredients with those of an action caper, the pic presents a fresher appeal."
0," The reveal is eye-rollingly bad, a moment of affected profundity Michod's long, winding road trip never earns."
1," Well, it's a more fun trip to Rio than Rio. As the reckless flailing of a lot of meatheads, Fast Five is essentially a food fight with sloppy Joes."
1, The Secret World of Arrietty is a marvelously captivating animated feature about very tiny people and the full-scale world they inhabit.
1,"The Mambo Kings"" is so pumped up with life it threatens to burst. It's beautifully filmed and flashily edited. It pulsates with rhythmic ecstasy. It throbs, it sweats, it pounds, it undulates."
1, The film does not disappoint despite having moments where it could have more nuance. [Full Review in Spanish]
1," It's not the deepest movie of the season, but it has sprightly performances and cinematic style to spare."
0," Once upon a time, fairy tales were told with beauty, wit, simplicity and charm, a tradition that seems increasingly a thing of the past in Hoodwinked Too! Hood vs. Evil."
0, An annoying little film that attempts to be lascivious but is merely ludicrous.
0, I've never cheered so hard for the monster to win in my life.
0, Some stunning visuals -- and some staggeringly boring cinema.
1," It's almost as if the whole Peanuts universe has been encased in Carbonite, shipped to 2015, then unfrozen like Han Solo, ready for movie duty."
1, Manages to surprise and engage the viewer in a way you may not have expected.
1," As it stands, it's an efficient, diverting new entry in Neeson's ongoing action canon, albeit one which suggests his He-Man career route has finally reached the end of the line."
0, This film has Eric Roberts and Don 'The Dragon' Wilson straight-to-DVD written all over it.
0," There's no need for character assassination here. But the absence of darker, more contradictory revelations of his nature leaves Che bereft of complexity. All that remains is a South American superman: uncomplex, pure of heart, defiantly pious and boring."
1, Tim Burton magic with just a touch of scariness.
1,"If the thought of another Australian film with a soundtrack full of ABBA songs scares you away from this film, buck up and see it anyway."
0,The tone seems as uneven as the pacing.
1, A horror-fantasy that all involved should be wholeheartedly proud to be a part of.
0," Part ""Frankenstein,"" part ""Freaks,"" the horror film/cautionary tale ""Splice"" is derivative and disturbing."
1," From a philosophical viewpoint it's fitting that the inaugural movie to unite martial arts legends Jackie Chan and Jet Li is a fantasy film for young teenagers. Forbidden Kingdom"" may not be ""Enter the Dragon,"" but it's not supposed to be."
1, Even basketball-phobes will enjoy it.
1, A superhero tale that feels fresh and new...
1, Star Andy Samberg & Co. are at their best when they're deadpanning as addlepated celebrity man-children whose vision of the good life involves the getting of ways and the indulging of whims.
1, Lelio's observational and unobtrusive direction trusts the lead to carry the weight of the film. Moore characteristically rises to the occasion.
1," There is a sense that the picture ends just as it gets going. But it's a movie that understands co-dependency from the inside, as well as the helplessness and hopelessness of trying to cure someone else's addiction."
0," I am the prime demographic for this movie, and I found it only sort of inoffensively blah. Chris Pratt: He's no Jeff Goldblum."
0,Director Florian Henckel von Donnersmarck's name is far more exciting than his movie...
1, Your response to all this depends extremely heavily on how much philosophizing and pretty pictures you're willing to accept in lieu of a story.
1, Stephen King's The Mist is a reminder of what a great horror movie is all about.
0," [Meryl] Streep doesn't play her as a crusader; twice Kay walks into boardrooms, a lone woman among grim men, making no impression."
0," I don't know how fans of the title hero are going to take this adaptation, since I'm not familiar with the classic Hergé comic strip on which it's based, but followers of Steven Spielberg might regard it as a second-rate, animated Indiana Jones."
0," The We and the I is less a film than a social-studies experiment, an after-school project by a bunch of high-school kids exploring that eternal teen tension between the individual and the group. "
1," 3/4 is a small but ambitious drama with a perfectly symmetrical structure, using minimal means, nonprofessional actors, and everyday conversations to convey its characters' innermost feelings. "
0," Unfortunately, Fincher doesn't add much to Niels Arden Oplev's Swedish version: more Googling and plot-compressing montages and an altered but still convoluted ending."
