,Review,predicted_train
3553,Brightburn takes a cool premise and executes it in a blackly fun but nihilistic manner.,1
101090," It's not scary or interesting, the make-up and effects are subpar and the dialogue is ridiculous.",1
2415,"[Morgan] Spurlock has a penchant for topics that matter and have a lasting impact and Holy Chicken is no exception as he creates humor and entertainment, building upon the layers to educate and enlighten the viewer...",1
244494," intergenerational conflict is very much in the Ozu domain, but this is not to say that Kore-Eda doesn't have his own authorial stamp.",1
106599," A smart, sexy and original comedy.",1
204356," A far cry from the likes of Rock of Ages and Mamma Mia!, and worth seeing for Mullan's Tom Waits-channelling alone.",1
1293,"While we're asked to suspend a but too much disbelief for the story to be consistent, Hawke's performance, as well as great music by Jason Isbell, are compelling enough to carry it through.",0
39751,"That these seemingly dim dudes with cartoonish Southern accents, a matter-of-fact grounding in the world of NASCAR, county fairs, John Denver and child beauty pageants are actually smarter than we assume isn't a ""gag"" but a key part of the story.",0
12967,Lawrence Gough's horror thriller ploughs its way through its strange plot pretty thoroughly.,1
4787, ...riveting and fearless in its intriguing scope. The Departed beats us upside our heads with a flashy fury that stings more caustically than an avenging queen bee.,1
13248,"Mr. Bergman, being a poet with the camera, gets some grand, open, sensitive images, but he has not conveyed full clarity in this film.",1
7784,"Roberts is luminous against breathtaking locations including all of Rome's landmarks and colourful, sun-nourished eastern landscapes.",1
48552,"Penn, in his zeal for the character, very simply misses the obvious: this is a spoiled brat who has become disillusioned with his parents.",1
19281,"A meticulously shot and sharply written character study, it plays like a blend of the Coen brothers and Quentin Tarantino.",1
36023,"Methodical, moving at its own unhurried pace, content to revel in silence and the mundane minutia of surviving in a world no longer filled with modern amenities, Shults shows the same attention to detail he [displayed in Krisha].",1
5424,"Is always on the verge of being better, but Adams and Bellisorio sell their performances.",1
5547,"Overall, I'll Take Your Dead proves to be another solid film for Black Fawn Films and Chad Archibald. The film is gritty, bleak, well-acted, and has some thrilling scares along the way.",1
4857,"Carano doesn't seem quite capable of carrying a film yet, let alone pull a dreary feature like Daughter of the Wolf out of the murk.",1
30805,"Nascimento's penchant for Rambo theatrics is unfortunate, because elsewhere Elite Squad has interesting things to say.",1
9060,"Along with a plodding script, the key character knows what he wants but takes no bold steps to get it. Even Damon appears confused in the movie.",1
95657," It's all good, and just getting to see this freakin' frightening and visually stimulating flick on a big screen (especially for those who've never seen it in a theater) makes this well worth a trip to your homeworld multiplex.",1
1417,"[Despite the number of] subplots, Christmas Eve slows things down to make the camaraderie of preparing [dinner] an excuse to go into a trance of unadulterated joy.",1
3892,The Son maintains a sour tone until the very end. [Full Review in Spanish],0
4856,The only mystery left to solve is how a comedy boasting an all-star cast can be so dull and lifeless. [Full Review in Spanish],0
11368," ""Moonrise Kingdom"" breezes along with a beautifully coordinated admixture of droll humor, deadpan and slapstick.",1
11980,"The idea has likely been in Allen's head since forever, but it's arrived at the right moment.",1
5729,"Fans of the original ... might not love writer-director Sophia Takal's take, but Black Christmas is a fun film that gets its kicks out of literally smashing the patriarchy.",1
23867,"While Russell's movie doesn't quite capture the freewheeling dementia of [Charlie] Kaufman's output, it's still a noteworthy effort.",0
250314," We can't even talk about the scene where, in the middle of the action, the hero wanders off just so he can steal a nice new jacket.",1
1587,Aldis Hodge delivers a powerful performance that carries the film in this cautionary true story of Brian Banks which hits close to home in today's society.,1
48384,"Also known as, 'How to Make an American Critic Doze Off.",1
1144,Everything about the plot feels lazy and dull. The editing is so choppy and fast that it feels like even the editor is bored.,0
3449,Director and co-writer Eva Husson awkwardly combines taut action with treacly melodrama.,0
4208,"All we get of the charrette in the film is a briskly paced montage set to music of black and white participants talking, eating meals, debating, drafting proposals, and voting. We barely hear any of their actual conversations.",0
3451,"""Girls of the Sun,"" unlike the women who populate it, is weak and often corny.",1
48640,"High school, small town, teenagers in hormone hell -- or is that heaven?",1
441770," As unassuming and gentle as its subject, Maudie breaks your heart with its infectious positivity and an outstanding Sally Hawkins, who can always be relied on for an emotionally sturdy, big-hearted performance.",1
55921, The fashion world has never taken it on the chin harder than in this screamingly funny spoof...the likes of which Austin Powers can only dream about.,1
2470,"[Stoney Westmoreland] biggest challenge lies in elevating what is basically a pulp novel plot, and to the extent that he does so, he has his cast to thank.",1
